ID_Analysis	Group	CAT_sum	ANI_sum	Ca_epm	Mg_epm	NaK_epm	HCO3CO3_epm	SO4_epm	CL_epm
1170	2	5.23	4.77	79.197	11.013	9.79	83.836	6.101	10.063
1171	2	13.304	13.487	65.266	23.504	11.23	43.827	44.458	11.715
1172	2	15.214	14.276	31.491	18.391	50.118	26.863	19.396	53.741
1173	2	3.285	3.227	28.858	10.015	61.126	63.124	1.921	34.955
1174	2	1.216	0.822	32.812	33.799	33.388	35.888	12.652	51.46
1175	2	10.511	9.712	74.065	21.14	4.795	45.562	46.304	8.134
1176	2	25.785	24.788	57.673	13.403	28.924	13.091	60.053	26.856
1177	2	8.434	7.314	40.823	27.318	31.859	49.303	19.073	31.624
1178	2	14.804	13.996	21.575	15.563	62.861	27.987	8.331	63.682
1179	2	16.177	15.17	63.547	33.065	3.388	30.574	64.779	4.647
1180	2	5.57	5.743	37.63	17.72	44.65	41.755	19.937	38.308
1181	2	5.526	5.198	72.24	23.833	3.927	78.184	18.026	3.79
1182	2	6.498	5.964	78.332	18.99	2.678	89.034	9.071	1.895
1183	2	8.756	9.086	74.086	24.429	1.485	24.356	73.784	1.86
1184	2	5.749	4.574	90.277	4.296	5.427	86.358	5.007	8.636
1185	2	10.297	10.528	56.22	35.166	8.614	56.354	34.802	8.843
1186	2	9.198	8.335	50.457	48.315	1.229	66.071	31.218	2.711
1187	2	5.965	5.744	67.762	24.828	7.41	85.306	9.784	4.909
1188	2	3.536	3.211	56.448	16.29	27.262	51.043	27.873	21.084
1189	2	18.238	16.934	45.696	49.633	4.672	20.037	74.631	5.332
1190	2	20.31	18.074	21.132	27.144	51.723	24.571	23.614	51.815
1191	2	5.876	5.035	48.4	44.809	6.79	79.742	12.413	7.845
1192	2	15.68	15.003	51.237	30.963	17.8	43.698	38.439	17.863
1193	2	4.249	3.989	83.384	13.556	3.06	93.683	4.187	2.131
1194	2	11.601	10.692	56.78	25.532	17.688	26.973	52.189	20.838
1195	2	15.322	13.877	33.547	31.151	35.302	30.237	34.806	34.957
1196	2	21.314	20.703	60.875	30.112	9.013	17.814	65.971	16.215
1197	2	6.563	6.852	76.032	21.316	2.651	93.287	4.247	2.466
1198	2	12.284	11.214	24.78	20.767	54.453	56.269	22.097	21.634
1199	2	13.944	13.463	37.22	18.295	44.485	37.74	14.076	48.184
1200	2	5.675	4.107	67.718	11.595	20.687	95.374	0.511	4.115
1201	2	0.838	0.719	35.68	19.69	44.63	36.439	8.623	54.937
1202	2	17.355	15.836	40.542	25.606	33.852	36.221	29.578	34.201
1203	2	18.621	17.182	35.643	37.56	26.798	34.338	41.2	24.462
1204	2	12.706	11.807	43.2	18.133	38.667	45.532	7.402	47.065
1205	2	12.45	12.324	40.884	16.522	42.594	37.764	36.831	25.406
1206	2	6.19	5.803	57.237	38.546	4.216	86.145	7.531	6.324
1207	2	10.287	10.518	35.414	22.397	42.189	41.605	20.584	37.811
1208	2	4.865	4.223	62.569	27.071	10.36	55.103	33.531	11.366
1209	2	5.07	4.89	62.012	19.467	18.521	67.71	9.796	22.495
1210	2	4.375	4.057	59.314	35.726	4.96	91.693	2.046	6.261
1211	2	9.278	8.081	59.161	20.403	20.435	48.67	31.432	19.899
1212	2	13.241	12.438	27.513	27.966	44.521	33.205	23.935	42.861
1213	2	3.74	3.899	57.38	39.599	3.021	92.485	5.335	2.18
1214	2	6.954	6.22	63.863	15.387	20.751	64.035	12.379	23.585
1215	2	3.794	4.004	34.186	52.056	13.759	71.304	12.488	16.209
1216	2	6.896	6.541	65.125	29.829	5.046	85.186	10.503	4.311
1217	2	10.424	10.161	30.641	44.992	24.367	48.066	28.895	23.039
1218	2	0.627	0.543	23.923	26.316	49.761	21.179	26.888	51.934
1219	2	6.414	5.984	68.46	29.514	2.027	39.171	57.052	3.777
1220	2	21.62	15.724	70.629	7.229	22.142	17.928	49.784	32.288
1221	2	13.475	12.809	48.883	22.597	28.519	32.243	31.86	35.897
1222	2	13.641	12.574	41.705	21.113	37.182	29.72	23.843	46.437
1223	2	6.664	6.069	57.668	35.804	6.528	53.205	38.425	8.37
1224	2	6.862	5.988	69.091	16.788	14.121	73.631	15.999	10.371
1225	2	7.826	7.177	56.108	15.768	28.124	51.386	1.449	47.165
1226	2	19.473	18.604	55.097	24.511	20.392	22.818	55.956	21.227
1227	2	4.174	3.808	74.126	13.8	12.075	42.174	43.75	14.076
1228	2	12.283	10.105	35.749	31.491	32.761	55.141	9.688	35.171
1229	2	7.444	6.599	44.909	44.224	10.868	88.165	1.576	10.259
1230	2	1.722	1.643	46.341	33.449	20.209	71.82	7.608	20.572
1231	2	4.49	3.694	88.909	9.154	1.938	87.845	4.521	7.634
1232	2	6.747	6.751	56.959	31.703	11.338	53.888	36.084	10.028
1233	2	17.634	14.07	54.9	27.997	17.103	33.198	52.971	13.831
1234	2	7.822	7.302	56.137	39.977	3.886	87.086	7.121	5.793
1235	2	4.266	4.027	58.486	40.506	1.008	93.246	4.644	2.111
1236	2	10.857	10.016	59.289	31.832	8.879	55.012	35.134	9.854
1237	2	5.94	5.649	48.721	40.168	11.111	78.917	8.108	12.976
1238	2	4.755	4.496	57.729	38.065	4.206	93.327	4.159	2.513
1239	2	11.589	11.415	27.992	28.406	43.602	41.638	20.061	38.3
1240	2	7.259	6.227	8.941	17.0	74.06	25.261	14.036	60.703
1241	2	4.336	4.486	46.033	17.089	36.877	46.768	23.674	29.559
1242	2	4.994	4.682	38.967	46.135	14.898	91.115	0.449	8.437
1243	2	2.672	2.207	42.964	27.732	29.304	46.035	20.752	33.213
1244	2	6.166	5.838	65.553	9.342	25.105	58.119	9.986	31.894
1245	2	9.506	9.715	40.943	21.639	37.418	40.484	4.931	54.586
1246	2	10.038	7.786	57.671	29.508	12.821	54.945	25.135	19.92
1247	2	10.711	9.47	32.611	28.429	38.96	52.608	7.476	39.916
1248	2	12.51	9.483	74.996	10.528	14.476	53.053	26.131	20.816
1249	2	2.946	2.795	81.297	8.384	10.319	87.943	2.97	9.088
1250	2	3.149	2.907	79.232	13.052	7.717	89.646	3.578	6.777
1251	2	14.43	13.213	50.839	19.39	29.771	35.972	33.717	30.311
1252	2	6.616	5.84	55.063	37.319	7.618	59.212	30.651	10.137
1253	2	11.263	11.496	58.484	31.413	10.104	43.763	46.181	10.056
1254	2	2.573	2.206	77.575	9.6	12.825	74.297	10.381	15.322
1255	2	3.648	3.84	64.282	33.827	1.891	91.823	5.964	2.214
1256	2	6.248	6.448	23.96	23.704	52.337	57.444	11.942	30.614
1257	2	6.421	6.017	74.615	17.941	7.444	85.258	2.077	12.664
1258	2	11.214	9.495	34.707	30.087	35.206	52.817	7.678	39.505
1259	2	18.518	19.124	33.686	28.885	37.428	12.341	19.813	67.847
1260	2	17.581	15.767	46.55	18.725	34.725	33.653	29.314	37.033
1261	2	5.325	4.841	67.474	27.812	4.714	72.795	20.223	6.982
1262	2	25.583	26.694	16.972	23.16	59.868	23.084	33.382	43.534
1263	2	20.137	19.562	41.883	35.144	22.973	28.821	48.109	23.07
1264	2	16.976	14.725	44.681	34.413	20.906	32.054	39.593	28.353
1265	2	8.243	7.511	64.176	24.955	10.87	62.189	24.67	13.141
1266	2	7.861	7.395	58.402	25.124	16.474	66.261	18.864	14.875
1267	2	8.019	7.466	26.138	51.303	22.559	60.581	15.617	23.801
1268	2	7.471	7.107	54.772	44.064	1.165	85.324	13.48	1.196
1269	2	6.975	6.44	24.33	43.656	32.014	43.261	12.935	43.804
1270	2	10.449	9.55	33.908	29.142	36.951	47.194	17.654	35.152
1271	2	5.308	5.237	40.43	49.604	9.966	82.738	5.958	11.304
1272	2	6.977	6.312	56.5	15.336	28.164	63.878	17.807	18.314
1273	2	8.898	8.928	17.948	55.484	26.568	75.37	10.73	13.9
1274	2	3.331	3.201	35.965	22.246	41.789	38.394	5.217	56.389
1275	2	10.723	9.278	47.468	32.994	19.537	78.433	0.895	20.673
1276	2	20.798	21.646	57.587	37.984	4.428	15.901	77.714	6.385
1277	2	17.187	17.798	36.004	22.505	41.491	37.201	9.709	53.09
1278	2	8.809	6.949	60.62	22.42	16.96	37.977	42.538	19.485
1279	2	3.467	3.291	80.617	11.855	7.528	92.13	1.884	5.986
1280	2	6.568	6.302	51.66	30.07	18.27	46.811	39.321	13.869
1281	2	6.133	5.465	50.448	21.474	28.078	61.482	3.422	35.096
1282	2	6.15	5.604	83.577	6.683	9.74	76.035	11.884	12.081
1283	2	2.863	2.727	41.844	8.627	49.528	92.556	2.274	5.171
1284	2	14.955	14.094	33.367	29.161	37.472	42.096	14.474	43.43
1285	2	4.892	4.75	52.024	47.097	0.879	95.579	2.632	1.789
1286	2	0.69	0.721	14.493	47.681	37.826	45.492	11.512	42.996
1287	2	15.298	13.636	35.881	29.05	35.07	36.418	14.352	49.23
1288	2	17.264	16.974	50.875	25.261	23.865	46.636	32.261	21.103
1289	2	4.382	4.066	88.818	5.637	5.545	83.842	9.223	6.936
1290	2	13.628	12.83	53.097	7.851	39.052	52.369	11.356	36.274
1291	2	11.976	9.961	56.254	13.744	30.002	39.323	17.348	43.329
1292	2	4.513	4.344	50.875	27.343	21.782	71.317	12.454	16.229
1293	2	5.811	5.234	34.349	45.311	20.341	80.168	6.362	13.47
1294	2	9.62	8.493	23.867	24.802	51.331	43.224	21.571	35.205
1295	2	5.794	5.489	69.762	22.73	7.508	73.747	20.095	6.158
1296	2	8.111	7.125	52.916	35.507	11.577	79.818	13.446	6.737
1297	2	5.624	4.482	70.982	14.634	14.385	54.128	23.226	22.646
1298	2	6.53	5.551	81.011	12.603	6.386	55.81	24.374	19.816
1299	2	2.171	2.11	75.864	18.931	5.205	66.019	28.626	5.355
1300	2	11.456	11.216	45.74	32.324	21.936	43.108	28.219	28.673
1301	2	10.254	8.678	62.298	15.243	22.46	45.137	34.063	20.8
1302	2	19.211	15.961	44.157	36.838	19.005	30.293	39.133	30.575
1303	2	9.667	7.593	53.688	28.944	17.368	44.462	28.79	26.748
1304	2	6.528	6.124	55.806	42.862	1.333	93.125	1.355	5.519
1305	2	6.765	6.226	62.705	29.194	8.101	29.216	63.54	7.244
1306	2	7.302	7.051	47.836	27.047	25.116	65.551	10.041	24.408
1307	2	5.359	5.047	12.11	4.609	83.28	55.241	31.345	13.414
1308	2	8.952	8.546	44.593	26.653	28.753	48.514	20.466	31.02
1309	2	14.399	11.722	50.601	14.855	34.544	35.096	19.186	45.717
1310	2	4.037	3.486	75.403	14.268	10.329	78.514	10.155	11.331
1311	2	0.589	0.559	8.489	28.014	63.497	11.807	7.513	80.68
1312	2	4.004	3.887	72.278	20.554	7.168	88.114	5.351	6.535
1313	2	6.273	5.919	59.668	34.099	6.233	91.924	1.402	6.673
1314	2	16.369	15.485	23.172	31.67	45.159	21.272	9.144	69.583
1315	2	11.843	12.088	34.552	31.96	33.488	49.487	7.578	42.935
1316	2	7.735	7.076	73.549	19.147	7.304	85.698	3.533	10.769
1317	2	11.877	11.327	66.81	29.098	4.092	36.029	59.733	4.238
1318	2	8.907	8.784	26.328	48.961	24.711	48.884	26.07	25.046
1319	2	1.681	1.651	86.08	9.816	4.105	92.308	2.544	5.148
1320	2	16.523	15.428	38.661	33.868	27.471	31.871	23.885	44.244
1321	2	16.599	14.896	52.913	23.303	23.785	28.934	49.476	21.59
1322	2	5.347	4.913	35.459	40.004	24.537	40.688	33.483	25.829
1323	2	31.397	31.594	58.808	19.394	21.798	14.68	68.535	16.785
1324	2	17.748	13.664	37.114	28.285	34.601	18.948	24.078	56.975
1325	2	3.704	3.335	67.36	24.433	8.207	72.744	13.733	13.523
1326	2	6.052	5.842	47.819	50.314	1.867	92.571	3.56	3.869
1327	2	12.757	11.206	33.252	32.249	34.499	43.878	12.074	44.048
1328	2	5.623	5.377	5.317	2.934	91.748	72.885	1.934	25.181
1329	2	5.616	5.061	75.534	10.256	14.209	57.973	21.399	20.628
1330	2	13.494	13.38	38.462	35.371	26.167	33.072	46.061	20.867
1331	2	4.945	4.683	43.397	49.929	6.673	87.593	5.787	6.62
1332	2	6.407	6.021	76.323	20.556	3.122	79.206	17.987	2.807
1333	2	9.439	9.225	66.088	28.764	5.149	25.051	68.835	6.114
1334	2	16.817	14.079	65.285	20.551	14.164	28.638	53.534	17.828
1335	2	17.986	17.064	30.24	44.379	25.381	36.902	15.495	47.603
1336	2	4.331	4.072	9.213	3.81	86.978	75.344	6.655	18.001
1337	2	19.548	15.582	57.182	28.627	14.191	33.654	50.777	15.569
1338	2	4.887	4.802	43.912	48.823	7.264	86.464	8.247	5.289
1339	2	21.495	20.826	39.465	22.968	37.567	17.315	37.991	44.694
1340	2	3.231	3.239	61.777	28.01	10.214	74.992	15.437	9.571
1341	2	5.057	4.703	63.16	32.549	4.291	87.816	6.188	5.996
1342	2	21.092	20.879	2.84	2.342	94.818	22.458	33.905	43.637
1343	2	14.976	11.845	48.317	30.222	21.461	20.338	43.943	35.72
1344	2	26.915	27.955	50.433	30.574	18.993	12.019	72.241	15.74
1345	2	4.554	3.583	65.744	28.92	5.336	86.91	5.219	7.87
1346	2	5.209	4.755	78.556	18.948	2.496	93.06	2.187	4.753
1347	2	3.197	3.256	24.961	10.291	64.748	74.509	18.55	6.941
1348	2	9.416	6.794	51.933	28.834	19.233	47.277	32.794	19.929
1349	2	9.725	8.697	63.63	17.769	18.602	50.696	24.652	24.652
1350	2	18.515	16.966	36.387	16.446	47.167	35.353	9.448	55.199
1351	2	11.132	10.992	53.342	35.483	11.175	29.967	57.205	12.828
1352	2	10.463	9.325	42.923	19.66	37.418	55.367	3.796	40.836
1353	2	8.819	8.679	50.924	40.118	8.958	42.862	48.692	8.446
1354	2	5.382	5.433	41.732	55.035	3.233	93.521	0.773	5.706
1355	2	7.974	7.46	28.794	14.447	56.759	42.185	2.239	55.576
1356	2	2.57	2.011	23.307	41.634	35.058	55.395	16.559	28.046
1357	2	4.521	4.739	60.717	36.408	2.875	80.924	16.691	2.384
1358	2	9.187	8.71	34.767	19.702	45.532	59.082	7.887	33.031
1359	2	6.282	6.081	48.456	26.202	25.342	58.477	20.194	21.329
1360	2	8.104	7.616	36.945	38.586	24.469	38.301	9.848	51.851
1361	2	18.815	16.686	58.352	20.994	20.654	29.468	44.666	25.866
1362	2	3.978	3.661	87.808	8.27	3.922	93.117	4.562	2.322
1363	2	5.819	6.358	42.018	15.553	42.43	53.964	12.771	33.265
1364	2	16.683	15.5	55.937	27.129	16.933	37.432	47.284	15.284
1365	2	5.665	5.461	54.616	27.59	17.793	78.026	6.482	15.492
1366	2	16.144	14.559	42.66	28.035	29.305	25.331	48.904	25.764
1367	2	3.257	3.073	52.103	40.436	7.461	92.906	0.683	6.411
1368	2	12.505	11.106	44.694	36.194	19.112	46.632	37.871	15.496
1369	2	10.742	9.774	46.453	52.095	1.452	49.969	47.718	2.312
1370	2	16.78	15.217	40.745	27.95	31.305	21.22	45.968	32.812
1371	2	6.578	6.323	43.235	55.047	1.718	95.904	2.309	1.787
1372	2	8.956	8.809	74.107	19.294	6.599	22.693	70.905	6.403
1373	2	3.55	3.671	68.873	25.493	5.634	84.827	11.332	3.841
1374	2	15.642	15.205	69.23	26.832	3.938	31.687	66.274	2.039
1375	2	4.633	4.181	59.249	19.534	21.217	77.23	0.502	22.267
1376	2	18.175	15.801	42.834	21.282	35.884	28.524	20.423	51.054
1377	2	22.848	22.842	15.726	21.249	63.025	27.55	4.286	68.164
1378	2	19.3	17.172	58.953	25.155	15.891	35.028	47.892	17.08
1379	2	7.069	5.717	42.354	41.901	15.745	80.549	2.186	17.264
1380	2	9.021	9.418	72.464	20.984	6.551	46.114	48.195	5.691
1381	2	7.215	6.217	75.385	7.983	16.632	71.594	10.713	17.693
1382	2	9.356	8.678	53.335	45.735	0.93	72.517	24.234	3.25
1383	2	12.236	12.546	44.451	40.348	15.201	71.066	7.803	21.13
1384	2	14.018	13.527	30.974	27.593	41.432	51.615	5.848	42.537
1385	2	19.898	17.884	54.674	25.229	20.097	38.028	37.369	24.603
1386	2	7.955	7.179	56.455	18.617	24.928	57.069	17.398	25.533
1387	2	18.679	17.283	43.279	13.218	43.503	33.189	34.334	32.477
1388	2	4.147	3.745	72.197	19.846	7.958	88.411	5.554	6.035
1389	2	17.744	16.907	50.62	27.823	21.557	25.203	43.1	31.697
1390	2	13.276	10.104	34.958	14.259	50.783	21.902	16.686	61.411
1391	2	3.736	3.68	93.496	0.0	6.504	84.62	8.478	6.902
1392	2	4.003	3.78	81.039	10.267	8.693	76.296	11.005	12.698
1393	2	21.622	19.333	33.235	20.553	46.212	23.99	4.521	71.489
1394	2	5.3	4.947	73.434	23.283	3.283	89.125	6.307	4.568
1395	2	5.558	5.424	70.925	25.171	3.904	77.95	18.418	3.632
1396	2	4.798	4.388	76.97	18.862	4.168	56.427	38.423	5.15
1397	2	14.12	13.675	40.29	29.724	29.986	22.172	46.888	30.94
1398	2	11.514	10.725	3.9	1.433	94.667	30.611	23.105	46.284
1399	2	8.249	8.039	27.228	50.879	21.894	75.843	9.068	15.089
1400	2	4.689	4.163	59.608	22.819	17.573	61.014	20.01	18.977
1401	2	21.244	19.511	25.838	23.24	50.923	18.395	13.659	67.946
1402	2	5.893	5.726	64.365	34.906	0.73	95.023	3.999	0.978
1403	2	16.041	15.66	21.464	37.448	41.088	20.3	39.355	40.345
1404	2	10.223	7.978	74.195	24.954	0.851	28.967	67.849	3.184
1405	2	4.881	4.571	71.563	16.861	11.575	76.723	10.939	12.339
1406	2	10.123	9.326	69.011	26.01	4.979	64.851	28.801	6.348
1407	2	6.443	5.814	48.021	30.653	21.325	53.423	36.877	9.701
1408	2	2.829	2.592	77.625	11.63	10.746	79.668	4.012	16.319
1409	2	6.913	5.468	56.3	27.383	16.317	71.544	11.43	17.026
1410	2	4.027	3.636	68.165	28.607	3.228	63.999	27.475	8.526
1411	2	9.967	10.099	45.199	33.44	21.36	72.829	3.624	23.547
1412	2	10.365	10.915	70.294	21.438	8.268	31.379	63.71	4.911
1413	2	5.774	5.207	44.943	51.299	3.758	86.249	3.995	9.756
1414	2	3.307	2.938	60.357	27.366	12.277	79.782	10.619	9.598
1415	2	20.686	20.06	12.061	14.319	73.62	18.709	20.967	60.324
1416	2	8.984	8.531	71.65	25.646	2.705	56.676	40.019	3.306
1417	2	9.068	8.581	35.774	40.836	23.39	40.298	28.144	31.558
1418	2	11.985	10.835	46.216	31.581	22.203	36.908	38.625	24.467
1419	2	9.692	9.051	46.853	37.361	15.786	35.488	38.648	25.865
1420	2	9.339	9.545	52.896	38.773	8.331	76.92	16.574	6.506
1421	2	8.03	6.194	29.826	22.54	47.634	21.44	27.559	51.001
1422	2	4.006	4.305	43.61	28.757	27.634	64.344	14.03	21.626
1423	2	6.608	6.142	77.028	9.958	13.015	83.116	6.773	10.111
1424	2	5.285	5.004	60.435	23.349	16.216	87.11	4.996	7.894
1425	2	0.582	0.55	34.364	28.351	37.285	29.818	18.909	51.273
1426	2	5.023	4.891	49.672	37.687	12.642	82.09	6.379	11.531
1427	2	9.509	8.897	54.58	38.942	6.478	50.837	42.823	6.339
1428	2	12.519	11.096	19.131	31.552	49.317	44.16	25.333	30.506
1429	2	3.848	3.396	83.004	10.681	6.315	72.88	17.167	9.953
1430	2	6.333	5.531	54.366	37.676	7.958	77.635	13.18	9.185
1431	2	6.193	5.896	64.46	29.227	6.314	74.186	16.248	9.566
1432	2	9.141	8.4	45.859	19.801	34.34	44.286	12.393	43.321
1433	2	11.398	10.382	29.768	28.882	41.349	48.94	5.413	45.646
1434	2	4.441	4.339	77.528	11.124	11.349	80.618	7.675	11.708
1435	2	6.265	5.712	54.956	32.833	12.211	72.024	10.207	17.77
1436	2	19.06	19.849	4.449	31.946	63.604	24.631	23.074	52.295
1437	2	7.863	6.563	88.846	4.184	6.969	76.916	14.917	8.167
1438	2	6.814	6.763	27.825	45.891	26.284	32.722	31.406	35.872
1439	2	9.002	8.286	60.42	31.082	8.498	44.895	45.233	9.872
1440	2	10.291	7.428	80.983	14.391	4.625	70.167	21.863	7.97
1441	2	6.043	5.173	33.857	34.039	32.103	51.015	21.728	27.257
1442	2	4.888	4.53	59.206	33.674	7.119	81.766	8.278	9.956
1443	2	5.554	4.95	71.876	14.818	13.306	79.455	6.303	14.242
1444	2	7.923	7.427	72.435	22.845	4.72	46.56	48.499	4.941
1445	2	7.477	6.749	25.358	49.525	25.117	48.57	11.72	39.71
1446	2	4.476	4.014	70.241	16.555	13.204	82.486	4.16	13.353
1447	2	6.338	6.444	13.38	76.601	10.019	85.227	6.456	8.318
1448	2	8.163	7.479	68.467	20.164	11.368	26.955	59.848	13.197
1449	2	6.65	5.882	43.519	37.128	19.353	40.428	37.521	22.05
1450	2	18.966	17.361	37.362	9.543	53.095	26.525	2.638	70.837
1451	2	6.905	6.5	36.857	36.944	26.198	56.231	9.923	33.846
1452	2	21.568	19.973	43.963	21.365	34.672	34.872	33.355	31.773
1453	2	17.549	16.429	48.909	46.892	4.2	35.912	60.825	3.263
1454	2	14.996	14.001	39.597	20.852	39.551	27.869	36.876	35.255
1455	2	12.084	8.456	16.104	25.877	58.019	26.939	15.019	58.042
1456	2	3.108	2.291	78.668	18.533	2.799	78.699	12.702	8.599
1457	2	12.439	11.226	56.564	39.03	4.405	35.917	53.786	10.298
1458	2	7.868	7.389	74.212	18.823	6.965	33.712	61.713	4.574
1459	2	12.045	11.465	57.177	30.062	12.76	33.877	29.961	36.162
1460	2	0.558	0.573	26.882	29.57	43.548	31.414	14.485	54.101
1461	2	7.551	7.112	77.328	16.342	6.33	64.061	28.403	7.537
1462	2	10.467	10.005	48.629	33.018	18.353	64.538	25.597	9.865
1463	2	5.125	4.465	47.707	35.317	16.976	62.038	15.857	22.105
1464	2	8.07	7.394	29.678	12.23	58.092	20.165	16.892	62.943
1465	2	14.313	14.636	35.562	20.694	43.743	19.035	34.709	46.256
1466	2	20.082	20.133	48.207	32.781	19.012	17.255	64.531	18.214
1467	2	9.757	8.932	70.073	23.614	6.313	46.608	48.018	5.374
1468	2	13.82	12.163	65.716	17.865	16.418	35.978	45.704	18.318
1469	2	21.891	19.668	50.605	22.932	26.463	17.75	62.03	20.221
1470	2	13.751	10.744	49.356	20.944	29.7	42.861	18.019	39.12
1471	2	6.791	6.375	71.286	8.482	20.233	68.125	12.408	19.467
1472	2	0.934	0.872	26.767	35.225	38.009	50.803	7.11	42.087
1473	2	5.337	4.894	80.42	13.884	5.696	74.009	14.467	11.524
1474	2	9.599	9.161	54.068	44.578	1.354	68.693	29.767	1.539
1475	2	6.339	5.968	88.168	9.087	2.745	92.812	1.039	6.149
1476	2	8.134	7.942	59.516	32.37	8.114	50.353	43.251	6.396
1477	2	10.967	10.316	32.762	22.513	44.725	33.201	7.464	59.335
1478	2	6.184	5.752	60.527	30.611	8.862	73.505	13.752	12.743
1479	2	20.327	19.565	35.844	37.241	26.915	61.901	22.239	15.86
1480	2	5.586	5.7	66.112	27.981	5.908	58.368	34.702	6.93
1481	2	7.84	6.799	69.375	13.648	16.977	68.451	11.634	19.915
1482	2	4.429	4.302	78.867	18.582	2.551	89.145	8.229	2.627
1483	2	7.446	6.537	69.702	20.991	9.307	64.678	11.152	24.17
1484	2	4.622	4.509	55.063	30.268	14.669	61.788	15.702	22.511
1485	2	8.417	7.691	77.07	14.661	8.269	75.855	15.707	8.438
1486	2	6.933	5.761	82.057	15.433	2.51	74.536	22.045	3.42
1487	2	7.256	7.065	57.773	32.883	9.344	66.879	20.34	12.781
1488	2	10.503	10.957	49.891	47.796	2.314	72.994	1.524	25.481
1489	2	10.443	8.485	49.22	31.524	19.257	42.687	32.387	24.926
1490	2	18.269	16.696	38.24	8.107	53.654	26.503	1.869	71.628
1491	2	5.353	4.636	85.765	9.228	5.007	87.317	5.393	7.291
1492	2	11.415	11.015	43.276	35.322	21.402	77.667	0.563	21.77
1493	2	0.63	0.604	31.746	13.016	55.238	8.113	17.219	74.669
1494	2	11.934	10.862	50.595	35.856	13.55	58.847	28.945	12.208
1495	2	15.384	14.445	45.086	42.258	12.656	57.072	23.205	19.723
1496	2	13.588	11.94	44.068	43.605	12.327	52.337	14.824	32.839
1497	2	6.058	5.355	79.086	10.862	10.053	77.423	4.669	17.908
1498	2	3.232	3.077	66.399	28.001	5.6	95.873	1.365	2.762
1499	2	3.43	3.068	55.277	38.397	6.327	86.538	6.095	7.366
1500	2	4.023	3.91	75.665	20.457	3.878	93.887	1.074	5.038
1501	2	7.973	7.016	55.7	29.926	14.374	42.517	38.583	18.9
1502	2	6.865	5.85	66.875	14.377	18.747	74.513	11.026	14.462
1503	2	5.997	5.494	64.082	26.063	9.855	64.434	22.734	12.832
1504	2	5.028	4.913	78.401	17.999	3.6	53.369	36.861	9.77
1505	2	9.619	9.082	65.371	28.225	6.404	35.906	55.704	8.39
1506	2	23.177	23.654	53.182	41.541	5.277	17.667	78.16	4.173
1507	2	14.559	6.014	82.265	8.476	9.259	47.689	13.851	38.46
1508	2	5.412	5.16	47.949	19.771	32.28	71.473	10.484	18.043
1509	2	5.238	4.929	49.542	26.709	23.75	67.823	19.01	13.167
1510	2	2.97	2.92	72.256	16.633	11.111	75.788	10.685	13.527
1511	2	8.29	7.821	42.135	48.637	9.228	47.155	44.189	8.656
1512	2	6.505	5.704	29.147	27.825	43.028	56.609	7.293	36.097
1513	2	3.28	3.115	47.165	50.183	2.652	90.594	6.677	2.729
1514	2	5.813	5.52	62.67	35.386	1.944	92.047	6.413	1.54
1515	2	2.523	2.332	85.057	9.79	5.153	90.652	0.901	8.448
1516	2	7.031	6.679	70.971	22.23	6.798	70.669	20.886	8.444
1517	2	10.824	9.845	30.885	26.608	42.507	52.941	4.652	42.407
1518	2	5.893	5.433	50.806	43.289	5.905	85.073	7.657	7.27
1519	2	2.067	1.916	43.445	3.967	52.588	68.424	27.14	4.436
1520	2	5.762	5.127	90.073	5.71	4.217	80.554	13.4	6.046
1521	2	9.865	6.256	64.247	30.025	5.727	31.17	58.903	9.926
1522	2	5.403	4.233	78.512	18.268	3.22	75.1	16.23	8.67
1523	2	9.412	8.602	36.581	48.088	15.331	38.491	44.78	16.729
1524	2	8.491	6.888	42.315	35.862	21.823	75.668	1.815	22.517
1525	2	15.007	15.077	48.551	11.515	39.935	30.762	7.316	61.922
1526	2	21.831	20.414	76.804	21.483	1.713	18.384	79.96	1.656
1527	2	11.033	10.849	53.376	26.847	19.777	54.079	18.619	27.302
1528	2	26.244	28.217	41.453	22.26	36.286	24.801	19.921	55.279
1529	2	6.085	6.14	47.56	40.575	11.865	46.71	36.287	17.003
1530	2	8.319	8.009	47.386	28.681	23.933	51.817	15.083	33.1
1531	2	8.248	7.101	64.743	28.928	6.329	46.388	6.746	46.867
1532	2	5.515	5.332	85.059	8.957	5.984	94.974	0.788	4.239
1533	2	3.062	2.812	57.054	18.811	24.135	69.95	2.952	27.098
1534	2	1.486	1.384	43.674	38.762	17.564	42.63	45.159	12.211
1535	2	9.803	10.016	43.272	33.582	23.146	30.931	38.658	30.411
1536	2	8.355	8.529	32.855	34.47	32.675	32.665	8.794	58.541
1537	2	4.485	4.041	56.745	40.357	2.899	81.119	7.721	11.161
1538	2	6.585	5.949	78.815	7.502	13.683	80.333	0.706	18.961
1539	2	12.305	11.333	36.497	16.717	46.786	26.754	11.021	62.225
1540	2	4.195	3.823	64.243	27.461	8.296	75.02	16.872	8.109
1541	2	9.102	9.021	35.091	16.271	48.638	26.904	38.078	35.018
1542	2	11.933	11.231	64.82	32.414	2.765	22.616	76.378	1.006
1543	2	20.461	18.541	26.582	25.737	47.681	27.134	4.714	68.152
1544	2	0.88	0.847	17.045	18.75	64.205	19.362	7.32	73.318
1545	2	5.483	5.208	51.869	40.525	7.605	43.74	45.968	10.292
