ID_Analysis	Group	CAT_sum	ANI_sum	Ca_epm	Mg_epm	NaK_epm	HCO3CO3_epm	SO4_epm	CL_epm
788	2	10.287	10.675	58.695	28.794	12.511	52.356	39.981	7.663
789	2	6.474	5.97	43.173	41.937	14.89	72.479	7.672	19.849
790	2	14.096	13.541	43.19	35.024	21.786	32.679	49.199	18.123
791	2	4.539	4.664	50.584	19.938	29.478	76.951	4.91	18.139
792	2	5.77	5.222	69.185	22.825	7.99	58.062	37.074	4.864
793	2	21.058	22.378	63.273	35.948	0.779	17.87	81.5	0.63
794	2	5.183	4.771	45.244	49.219	5.537	71.18	18.759	10.061
795	2	14.238	12.317	37.849	34.675	27.476	41.918	26.711	31.371
796	2	9.98	9.108	50.0	37.104	12.896	57.576	24.462	17.962
797	2	19.544	19.146	38.81	21.05	40.14	24.627	30.884	44.49
798	2	10.743	9.648	66.425	22.982	10.593	47.73	44.672	7.597
799	2	1.049	0.893	14.299	23.546	62.154	10.974	6.943	82.083
800	2	4.258	4.343	51.574	46.383	2.043	84.596	11.513	3.891
801	2	9.69	9.08	71.073	24.623	4.303	66.784	30.727	2.489
802	2	17.984	17.148	21.919	23.337	54.743	8.508	10.561	80.931
803	2	10.683	7.698	66.33	20.022	13.648	51.52	32.723	15.757
804	2	7.587	7.05	74.984	9.767	15.25	74.227	1.773	24.0
805	2	8.089	7.145	50.587	21.362	28.05	64.227	21.568	14.206
806	2	11.27	10.652	78.82	18.252	2.928	24.925	74.277	0.798
807	2	21.922	18.882	30.96	43.919	25.121	68.441	13.78	17.779
808	2	6.914	6.46	73.619	22.606	3.775	93.359	0.96	5.681
809	2	10.2	9.078	40.608	45.176	14.216	41.342	37.839	20.82
810	2	9.465	8.67	47.448	32.171	20.38	56.713	23.772	19.516
811	2	5.309	5.207	83.65	9.305	7.045	95.813	0.403	3.783
812	2	12.316	11.948	48.62	47.434	3.946	50.343	46.351	3.306
813	2	2.506	2.247	31.844	9.856	58.3	89.72	2.759	7.521
814	2	20.151	20.257	29.964	39.611	30.425	35.489	14.8	49.711
815	2	5.715	5.755	49.764	28.801	21.435	52.719	24.24	23.041
816	2	8.694	7.836	54.532	35.967	9.501	59.609	0.791	39.599
817	2	8.761	7.9	63.794	28.182	8.024	54.354	36.367	9.278
818	2	12.232	11.895	42.021	22.874	35.105	53.737	20.656	25.607
819	2	11.864	11.002	49.216	43.695	7.089	53.863	40.493	5.644
820	2	20.208	18.135	24.693	20.358	54.949	20.154	18.252	61.594
821	2	3.355	3.064	55.022	29.419	15.559	60.379	25.816	13.805
822	2	5.854	5.957	5.962	5.62	88.418	52.678	1.393	45.929
823	2	12.266	11.712	63.468	22.134	14.398	31.762	39.822	28.415
824	2	7.36	6.571	59.66	15.652	24.688	42.657	24.715	32.628
825	2	6.164	5.745	68.819	17.359	13.822	60.191	28.999	10.809
826	2	1.266	1.179	3.949	39.021	57.03	23.664	14.165	62.171
827	2	13.637	10.352	65.865	19.909	14.226	44.648	36.003	19.349
828	2	4.982	4.606	56.102	26.435	17.463	72.948	3.17	23.882
829	2	8.216	8.78	51.631	39.058	9.311	60.433	31.538	8.03
830	2	9.351	8.171	41.621	29.922	28.457	33.301	11.467	55.232
831	2	7.642	7.368	16.331	25.844	57.825	55.646	27.131	17.223
832	2	12.203	11.456	23.715	24.953	51.332	34.907	21.264	43.829
833	2	9.085	8.584	56.577	28.982	14.441	79.485	6.058	14.457
834	2	11.546	10.27	60.506	14.966	24.528	33.671	42.98	23.35
835	2	4.821	4.721	45.551	51.213	3.236	76.382	17.645	5.973
836	2	14.555	14.102	77.142	21.484	1.374	17.451	81.35	1.198
837	2	3.716	3.455	68.488	22.147	9.365	80.174	10.854	8.973
838	2	10.917	10.997	59.879	17.34	22.781	36.665	40.511	22.824
839	2	2.175	2.045	61.931	34.069	4.0	93.79	2.054	4.156
840	2	9.326	9.38	48.156	36.178	15.666	55.565	13.763	30.672
841	2	10.976	10.294	42.739	15.743	41.518	32.475	5.051	62.473
842	2	13.293	13.422	40.54	42.714	16.746	51.051	33.818	15.132
843	2	9.601	10.037	58.733	40.287	0.979	34.293	64.302	1.405
844	2	22.356	20.846	48.663	29.446	21.891	16.905	62.122	20.973
845	2	6.237	5.794	87.205	7.92	4.874	93.338	1.795	4.867
846	2	5.217	5.46	54.514	44.163	1.323	93.114	5.33	1.557
847	2	17.447	14.744	44.621	20.754	34.625	40.905	24.851	34.244
848	2	3.235	2.527	55.518	35.611	8.872	57.182	27.186	15.631
849	2	19.93	18.861	44.571	37.983	17.446	17.899	69.54	12.56
850	2	12.526	11.519	28.285	32.844	38.871	40.837	17.536	41.627
851	2	11.357	8.613	57.559	6.525	35.916	39.963	13.538	46.499
852	2	8.05	8.01	47.739	46.0	6.261	56.916	36.392	6.692
853	2	6.979	7.085	26.451	17.682	55.868	56.923	13.225	29.852
854	2	8.079	7.465	36.44	38.705	24.855	64.327	8.091	27.582
855	2	5.978	5.816	39.227	31.666	29.107	52.975	23.263	23.762
856	2	5.182	4.821	46.218	42.879	10.903	77.162	8.214	14.624
857	2	3.197	3.609	51.517	46.325	2.158	95.927	1.718	2.355
858	2	5.37	4.742	82.7	9.199	8.101	85.365	5.715	8.92
859	2	13.582	12.561	29.024	27.868	43.109	40.968	12.101	46.931
860	2	5.001	4.618	55.889	34.553	9.558	80.922	9.918	9.16
861	2	2.966	2.758	85.806	8.328	5.866	86.766	3.009	10.225
862	2	11.403	11.566	50.329	15.873	33.798	49.499	17.819	32.682
863	2	19.387	18.012	47.877	27.591	24.532	18.471	61.953	19.576
864	2	7.69	6.773	81.769	7.49	10.741	78.4	3.691	17.909
865	2	7.38	6.826	78.442	12.263	9.295	80.53	10.372	9.098
866	2	5.479	5.451	32.78	25.534	41.686	51.715	5.338	42.946
867	2	15.912	14.94	39.203	28.444	32.353	31.265	40.415	28.32
868	2	5.734	4.808	55.703	34.444	9.854	85.566	5.636	8.798
869	2	5.106	4.438	47.885	41.892	10.223	77.557	8.45	13.993
870	2	4.987	4.613	56.046	39.603	4.351	90.592	4.509	4.899
871	2	8.524	8.697	45.084	40.544	14.371	55.398	29.688	14.913
872	2	5.041	5.022	58.401	35.906	5.693	92.851	0.418	6.73
873	2	9.398	8.644	51.511	47.287	1.202	73.565	24.803	1.631
874	2	7.1	6.995	43.577	34.775	21.648	53.052	8.635	38.313
875	2	2.838	2.638	54.51	28.999	16.49	62.13	22.896	14.973
876	2	4.85	4.876	26.742	61.072	12.186	81.891	5.968	12.141
877	2	6.401	5.892	81.081	8.999	9.92	88.544	1.409	10.048
878	2	5.384	4.843	88.057	3.065	8.878	82.573	3.448	13.979
879	2	2.305	2.179	80.087	14.273	5.64	87.242	11.473	1.285
880	2	10.944	10.465	61.102	24.059	14.839	38.366	47.348	14.286
881	2	5.136	4.594	82.593	6.406	11.001	80.279	4.985	14.737
882	2	11.175	10.497	47.785	47.866	4.349	28.256	66.638	5.106
883	2	15.647	14.82	43.695	46.808	9.497	37.49	53.947	8.563
884	2	2.338	2.324	21.343	42.216	36.441	64.888	7.186	27.926
885	2	6.481	6.636	35.427	22.851	41.722	63.517	10.986	25.497
886	2	6.362	5.935	48.633	41.386	9.981	88.357	0.708	10.935
887	2	6.062	5.713	51.039	42.082	6.879	45.318	46.28	8.402
888	2	29.672	30.907	33.301	25.792	40.907	18.083	53.35	28.566
889	2	7.142	7.568	25.147	24.195	50.658	58.258	6.329	35.412
890	2	13.99	13.259	46.726	37.055	16.219	64.892	9.578	25.53
891	2	3.737	3.32	68.103	15.413	16.484	77.982	5.03	16.988
892	2	8.324	7.869	28.172	11.857	59.971	32.698	16.406	50.896
893	2	10.576	10.053	57.564	28.792	13.644	30.976	38.725	30.299
894	2	7.23	6.492	50.387	28.451	21.162	62.354	16.359	21.288
895	2	2.073	2.165	62.566	27.786	9.648	57.552	34.642	7.806
896	2	5.865	5.327	48.491	22.455	29.054	67.374	12.502	20.124
897	2	5.754	5.056	54.64	34.324	11.036	76.503	14.003	9.494
898	2	0.691	0.686	21.708	59.479	18.813	76.385	3.061	20.554
899	2	5.661	5.379	63.469	21.798	14.732	66.722	17.029	16.248
900	2	7.966	7.61	65.78	27.894	6.327	55.348	35.02	9.632
901	2	8.811	8.105	61.73	24.276	13.994	64.035	8.476	27.489
902	2	2.217	2.107	85.521	7.442	7.037	77.788	12.862	9.35
903	2	5.323	5.245	49.69	37.103	13.207	88.313	0.4	11.287
904	2	9.512	7.645	51.409	23.36	25.231	23.793	38.94	37.266
905	2	5.475	5.107	62.886	31.562	5.553	87.605	2.448	9.947
906	2	4.02	4.03	57.114	36.841	6.045	86.625	5.682	7.692
907	2	6.835	6.384	54.762	43.336	1.902	89.85	7.503	2.647
908	2	16.924	15.434	39.512	26.259	34.229	24.213	43.437	32.351
909	2	14.724	13.572	46.774	17.325	35.901	38.159	28.382	33.459
910	2	9.295	8.532	52.609	31.867	15.524	76.84	3.657	19.503
911	2	12.777	11.725	54.676	18.032	27.291	58.704	9.058	32.239
912	2	5.823	6.175	50.558	18.375	31.066	57.328	8.421	34.251
913	2	3.687	3.266	82.56	4.475	12.964	84.293	4.47	11.237
914	2	20.95	19.725	33.346	14.138	52.516	23.346	4.01	72.644
915	2	3.834	2.725	79.395	8.581	12.024	64.954	9.174	25.872
916	2	3.007	2.745	76.355	16.428	7.216	82.404	8.342	9.253
917	2	10.42	9.991	34.002	37.121	28.877	43.699	32.299	24.002
918	2	8.353	7.64	52.568	26.601	20.831	68.757	20.17	11.073
919	2	2.432	2.225	73.849	16.9	9.252	85.438	1.888	12.674
920	2	12.039	11.581	49.738	29.388	20.874	30.144	48.182	21.673
921	2	3.647	3.338	75.267	9.021	15.712	87.388	2.487	10.126
922	2	8.685	8.706	63.201	13.264	23.535	66.265	2.63	31.105
923	2	5.783	5.208	57.807	14.231	27.961	55.703	6.394	37.903
924	2	6.95	5.873	78.978	15.396	5.626	89.29	4.955	5.755
925	2	6.54	5.984	64.862	25.168	9.969	77.774	10.445	11.781
926	2	21.512	19.672	49.177	15.684	35.139	11.997	6.563	81.441
927	2	6.621	6.179	60.293	36.037	3.67	91.503	4.386	4.111
928	2	4.993	4.771	58.963	28.019	13.018	82.436	10.48	7.084
929	2	11.009	9.897	49.405	13.453	37.142	47.358	13.883	38.759
930	2	2.874	2.673	78.149	14.301	7.55	87.131	2.319	10.55
931	2	17.114	15.424	44.905	21.158	33.937	37.403	19.437	43.16
932	2	6.515	5.75	68.933	16.424	14.643	66.417	24.261	9.322
933	2	11.861	10.436	61.007	28.446	10.547	58.107	25.134	16.759
934	2	19.287	18.1	40.882	32.426	26.692	32.597	33.586	33.818
935	2	5.503	5.24	58.041	40.378	1.581	93.206	3.569	3.225
936	2	4.835	5.059	12.389	3.413	84.199	78.751	13.995	7.254
937	2	2.215	2.086	69.842	22.302	7.856	84.851	2.972	12.176
938	2	6.709	6.45	65.449	14.712	19.839	67.333	15.178	17.488
939	2	4.992	5.335	51.983	37.921	10.096	59.588	35.127	5.286
940	2	12.464	12.381	72.064	11.882	16.054	38.785	36.152	25.063
941	2	8.107	7.636	25.237	37.56	37.202	41.854	14.183	43.963
942	2	5.468	5.421	48.372	31.602	20.026	84.947	10.367	4.685
943	2	11.854	10.696	74.515	20.128	5.357	43.512	49.635	6.853
944	2	2.103	2.209	66.429	27.389	6.182	86.148	11.317	2.535
945	2	5.699	5.618	58.659	34.655	6.685	86.668	6.301	7.031
946	2	5.811	5.185	32.628	46.722	20.65	60.058	19.267	20.675
947	2	12.656	12.387	42.193	21.452	36.354	38.371	12.44	49.189
948	2	7.244	6.907	44.092	21.576	34.332	71.42	6.935	21.645
949	2	8.524	8.169	57.367	9.655	32.977	66.605	10.956	22.438
950	2	3.34	2.624	56.766	32.036	11.198	78.087	7.927	13.986
951	2	6.968	6.07	9.314	3.545	87.141	74.893	13.031	12.076
952	2	4.025	3.82	54.559	36.795	8.646	84.948	5.445	9.607
953	2	15.804	14.005	47.361	16.141	36.497	23.406	33.895	42.699
954	2	3.281	3.206	68.455	27.583	3.962	66.968	25.983	7.049
955	2	5.017	4.927	39.785	47.558	12.657	64.015	14.796	21.189
956	2	13.359	11.837	45.198	27.719	27.083	27.414	39.224	33.361
957	2	7.754	7.528	59.853	25.471	14.676	58.369	32.638	8.993
958	2	14.662	14.554	29.948	33.113	36.939	34.911	5.009	60.08
959	2	14.269	14.363	65.751	17.303	16.946	38.223	41.746	20.031
960	2	18.787	17.383	56.576	38.984	4.439	23.097	71.386	5.517
961	2	5.066	4.634	83.735	9.751	6.514	88.779	2.697	8.524
962	2	5.409	5.313	43.354	44.112	12.535	83.682	0.395	15.923
963	2	5.314	5.217	75.122	17.03	7.847	83.247	9.182	7.571
964	2	1.905	2.029	36.693	17.27	46.037	63.085	17.447	19.468
965	2	11.138	9.043	58.242	22.167	19.591	46.401	17.726	35.873
966	2	11.147	10.717	34.476	36.907	28.618	44.191	23.701	32.108
967	2	6.167	5.975	42.079	42.695	15.226	50.192	36.586	13.222
968	2	8.142	7.667	68.03	29.305	2.665	50.45	46.981	2.569
969	2	7.754	7.321	70.789	22.285	6.925	84.838	9.384	5.778
970	2	14.487	14.342	53.738	32.947	13.315	33.482	51.966	14.552
971	2	11.875	11.824	47.065	28.413	24.522	37.289	31.698	31.013
972	2	11.134	10.364	41.234	39.168	19.598	35.266	27.721	37.013
973	2	26.909	25.634	28.373	20.796	50.831	23.399	12.671	63.931
974	2	9.283	8.466	44.081	47.872	8.047	37.361	51.642	10.997
975	2	9.034	6.672	74.574	16.394	9.033	59.442	27.458	13.1
976	2	3.618	3.461	63.46	25.014	11.526	80.497	4.825	14.678
977	2	12.3	11.288	48.683	37.463	13.854	37.606	47.404	14.989
978	2	22.66	21.098	22.683	27.961	49.356	20.196	15.096	64.708
979	2	12.948	10.989	64.751	19.069	16.18	41.159	43.953	14.888
980	2	12.577	10.97	34.913	26.175	38.912	49.298	4.932	45.77
981	2	6.685	5.549	60.464	36.933	2.603	82.7	7.136	10.164
982	2	4.017	4.054	52.178	34.827	12.995	57.4	23.113	19.487
983	2	7.791	6.889	48.684	49.647	1.669	78.981	16.926	4.093
984	2	6.502	5.443	64.472	29.114	6.413	71.064	22.194	6.743
985	2	5.417	4.949	88.444	3.046	8.51	88.179	0.424	11.396
986	2	5.981	5.51	68.417	27.52	4.063	73.466	21.924	4.61
987	2	3.052	2.251	67.038	21.56	11.402	54.687	27.765	17.548
988	2	8.272	8.747	12.669	13.926	73.404	90.877	4.287	4.836
989	2	15.141	13.135	41.199	14.675	44.125	40.305	16.962	42.733
990	2	3.811	3.835	64.156	15.114	20.729	72.647	3.807	23.546
991	2	13.577	12.1	36.017	16.366	47.617	43.339	20.992	35.669
992	2	16.372	16.01	51.814	32.672	15.514	24.485	64.241	11.274
993	2	7.68	6.465	68.229	18.216	13.555	50.951	28.987	20.062
994	2	2.325	2.329	64.387	31.871	3.742	74.023	22.327	3.65
995	2	7.23	7.265	58.672	36.418	4.91	84.818	9.745	5.437
996	2	9.585	8.937	34.877	36.912	28.211	36.31	33.076	30.614
997	2	5.766	5.58	45.872	24.263	29.865	45.52	30.215	24.265
998	2	4.59	4.182	66.318	23.312	10.37	86.992	8.967	4.041
999	2	4.362	4.354	50.344	30.193	19.464	86.564	9.554	3.881
1000	2	5.289	4.862	74.532	17.111	8.357	94.385	2.139	3.476
1001	2	15.904	15.644	56.476	30.527	12.997	24.936	60.822	14.242
1002	2	7.725	7.651	48.453	15.974	35.573	52.268	18.233	29.499
1003	2	13.641	12.521	57.071	25.335	17.594	41.099	39.078	19.823
1004	2	4.649	4.346	47.236	19.467	33.297	62.609	6.236	31.155
1005	2	12.905	12.396	25.905	32.522	41.573	34.64	21.668	43.692
1006	2	12.52	8.517	43.043	37.46	19.497	46.765	31.044	22.191
1007	2	4.937	4.223	80.859	13.328	5.813	80.346	12.314	7.341
1008	2	4.309	4.546	56.742	22.906	20.353	69.578	8.711	21.711
1009	2	9.831	9.43	54.318	44.36	1.322	66.045	32.46	1.495
1010	2	9.897	8.714	57.987	32.424	9.589	56.61	34.645	8.745
1011	2	5.515	4.425	49.773	40.29	9.937	84.452	4.701	10.847
1012	2	6.823	6.353	67.287	25.326	7.387	28.9	64.883	6.218
1013	2	16.329	15.436	35.758	37.289	26.952	37.795	29.133	33.072
1014	2	13.959	12.645	29.314	34.193	36.493	50.289	5.101	44.611
1015	2	0.79	0.65	25.316	41.646	33.038	35.231	12.769	52.0
1016	2	4.347	4.504	58.546	37.865	3.589	61.123	35.124	3.752
1017	2	9.316	7.462	77.136	13.246	9.618	57.759	23.72	18.521
1018	2	6.001	5.555	56.374	25.646	17.98	71.611	8.029	20.36
1019	2	4.793	4.467	77.05	20.593	2.358	90.62	5.597	3.783
1020	2	6.063	5.727	43.625	32.575	23.8	54.374	33.805	11.821
1021	2	8.564	8.098	60.603	26.903	12.494	58.484	23.401	18.116
1022	2	5.501	5.059	60.771	29.922	9.307	68.037	23.048	8.915
1023	2	2.692	2.684	53.752	27.526	18.722	72.653	14.754	12.593
1024	2	2.957	3.035	54.007	44.538	1.454	83.69	11.664	4.646
1025	2	12.153	11.262	45.989	30.47	23.542	24.889	48.064	27.047
1026	2	7.995	7.494	66.792	19.55	13.659	83.547	6.672	9.781
1027	2	10.03	9.044	63.689	33.639	2.672	35.88	61.002	3.118
1028	2	9.398	9.139	39.296	27.144	33.56	44.119	22.552	33.33
1029	2	3.571	3.468	65.668	29.964	4.369	92.734	4.815	2.451
1030	2	6.417	5.48	37.323	32.055	30.622	37.737	17.482	44.781
1031	2	16.108	13.051	35.628	36.783	27.589	36.419	13.876	49.705
1032	2	15.751	15.552	22.494	23.51	53.997	26.691	12.185	61.124
1033	2	12.126	12.494	16.46	46.825	36.714	62.438	8.668	28.894
1034	2	8.902	8.275	39.238	22.186	38.576	39.408	15.601	44.991
1035	2	4.24	3.844	78.844	9.693	11.462	79.735	4.865	15.401
1036	2	15.044	14.196	34.831	39.384	25.784	64.884	6.305	28.811
1037	2	8.174	7.259	44.568	50.33	5.102	68.866	27.249	3.885
1038	2	5.503	5.205	69.835	25.422	4.743	85.956	10.797	3.247
1039	2	8.419	8.22	50.386	28.341	21.273	48.054	23.808	28.139
1040	2	6.19	6.11	54.006	38.546	7.447	94.239	0.687	5.074
1041	2	12.373	11.534	65.336	30.591	4.073	41.772	51.621	6.607
1042	2	7.388	6.755	63.495	26.733	9.773	55.322	31.739	12.939
1043	2	4.8	4.767	72.771	10.292	16.938	85.945	8.727	5.328
1044	2	5.815	5.408	38.624	53.775	7.601	84.56	5.011	10.429
1045	2	5.875	5.683	47.574	49.021	3.404	94.704	1.83	3.466
1046	2	5.76	5.417	68.438	15.712	15.851	69.577	2.308	28.115
1047	2	3.94	3.804	40.533	25.051	34.416	64.8	1.104	34.096
1048	2	6.237	5.613	78.403	14.51	7.087	92.268	3.706	4.026
1049	2	11.508	10.055	43.361	28.606	28.033	42.377	23.401	34.222
1050	2	6.173	6.15	88.919	5.33	5.751	89.886	5.073	5.041
1051	2	3.314	3.291	19.584	7.453	72.963	75.691	6.32	17.988
1052	2	5.13	5.029	58.363	36.901	4.737	89.302	6.204	4.494
1053	2	12.223	9.295	63.691	27.604	8.705	37.913	54.201	7.886
1054	2	5.727	5.249	56.644	20.115	23.241	51.838	36.883	11.278
1055	2	9.098	9.387	28.523	37.085	34.392	29.86	29.275	40.865
1056	2	16.409	15.354	38.016	38.613	23.371	38.856	36.342	24.801
1057	2	0.245	0.277	20.408	33.469	46.122	23.827	15.162	61.011
1058	2	14.559	12.849	46.274	38.437	15.29	31.504	47.638	20.858
1059	2	10.196	7.504	69.988	20.979	9.033	44.989	32.463	22.548
1060	2	13.928	13.089	70.943	24.813	4.243	37.94	53.442	8.618
1061	2	10.064	9.85	34.708	36.795	28.498	36.609	28.741	34.65
1062	2	16.841	14.995	29.927	37.622	32.451	51.37	23.048	25.582
1063	2	15.468	14.188	60.654	18.089	21.257	31.766	34.043	34.191
1064	2	3.297	3.0	75.675	12.466	11.859	78.667	3.467	17.867
1065	2	8.837	7.321	46.305	47.493	6.201	84.169	9.671	6.16
1066	2	21.665	17.043	21.422	34.563	44.016	44.91	14.54	40.55
1067	2	5.451	5.158	64.997	24.161	10.842	47.984	47.635	4.382
1068	2	20.55	19.157	72.365	26.029	1.606	21.731	76.943	1.326
1069	2	5.554	5.215	53.907	42.96	3.133	90.201	4.391	5.407
1070	2	8.24	8.356	62.379	35.947	1.675	94.734	3.243	2.022
1071	2	7.772	7.356	73.199	8.466	18.335	82.885	2.542	14.573
1072	2	4.641	4.619	61.28	37.233	1.487	86.231	7.664	6.105
1073	2	12.19	10.851	32.748	30.377	36.874	53.166	4.986	41.849
1074	2	3.386	3.406	26.521	53.455	20.024	81.856	4.903	13.241
1075	2	11.682	12.066	58.098	36.629	5.273	21.324	72.128	6.547
1076	2	10.142	10.736	30.014	40.564	29.422	42.288	13.571	44.141
1077	2	26.384	24.983	62.606	22.768	14.626	20.402	63.003	16.595
1078	2	9.103	8.583	52.082	44.293	3.625	53.466	43.901	2.633
1079	2	14.755	13.4	64.263	30.674	5.063	36.328	52.515	11.157
1080	2	5.517	5.413	55.175	34.312	10.513	82.413	7.685	9.902
1081	2	2.14	1.978	62.944	26.916	10.14	78.716	8.443	12.841
1082	2	5.626	5.605	43.459	46.801	9.74	40.928	50.508	8.564
1083	2	6.3	5.898	33.27	18.286	48.444	67.803	4.934	27.263
1084	2	22.139	21.101	17.58	12.638	69.782	32.311	38.283	29.406
1085	2	19.095	17.486	28.222	4.31	67.468	25.964	4.998	69.038
1086	2	6.679	5.464	62.015	23.402	14.583	59.682	28.953	11.365
1087	2	3.845	3.571	71.391	25.67	2.939	91.795	5.825	2.38
1088	2	17.345	16.061	45.46	38.905	15.636	21.431	64.168	14.401
1089	2	14.535	14.54	61.459	26.041	12.501	39.113	47.111	13.776
1090	2	6.134	6.084	62.651	36.224	1.125	96.433	1.709	1.857
1091	2	24.911	23.056	18.028	23.451	58.52	29.853	23.66	46.487
1092	2	8.548	7.878	44.958	35.622	19.42	42.028	35.415	22.556
1093	2	13.889	14.419	21.917	52.732	25.351	25.688	46.924	27.387
1094	2	4.266	4.152	69.011	21.214	9.775	55.25	36.609	8.141
1095	2	7.071	7.301	35.992	44.223	19.785	64.197	7.985	27.818
1096	2	9.832	9.311	69.03	27.614	3.356	46.644	49.415	3.942
1097	2	10.996	9.625	58.994	25.446	15.56	63.075	22.275	14.649
1098	2	11.202	10.905	54.794	22.773	22.433	40.88	35.323	23.796
1099	2	6.331	5.853	75.675	9.098	15.227	68.153	27.029	4.818
1100	2	6.694	6.379	60.382	13.52	26.098	54.726	3.261	42.013
1101	2	12.693	11.129	36.17	33.711	30.119	42.555	25.258	32.186
1102	2	4.47	4.438	48.009	36.823	15.168	76.453	7.03	16.516
1103	2	17.209	17.034	63.507	25.341	11.151	24.921	65.146	9.933
1104	2	23.188	21.086	22.382	24.84	52.777	20.985	27.649	51.366
1105	2	19.422	19.792	77.34	15.678	6.982	8.281	74.475	17.244
1106	2	7.655	8.278	8.478	80.627	10.895	77.217	13.578	9.205
1107	2	4.516	4.457	60.784	38.264	0.952	91.564	6.529	1.907
1108	2	4.161	4.002	67.171	21.75	11.079	91.204	1.049	7.746
1109	2	9.103	7.587	46.6	45.194	8.206	58.758	24.147	17.095
1110	2	6.128	5.882	76.55	6.707	16.743	78.698	2.125	19.177
1111	2	4.158	3.986	10.798	5.94	83.261	80.206	12.017	7.777
1112	2	10.775	10.438	21.763	20.622	57.615	33.79	58.642	7.568
1113	2	8.657	8.127	58.219	38.974	2.807	69.374	27.156	3.47
1114	2	9.375	8.787	21.291	54.421	24.288	63.412	15.398	21.19
1115	2	28.799	28.424	54.929	25.143	19.928	13.492	67.753	18.755
1116	2	7.208	7.034	69.229	27.4	3.371	88.3	7.691	4.009
1117	2	9.93	8.428	38.197	23.202	38.6	58.923	4.936	36.141
1118	2	6.941	7.212	24.449	41.493	34.058	40.904	34.068	25.028
1119	2	6.917	7.054	48.33	48.778	2.891	44.372	52.835	2.793
1120	2	7.66	7.216	27.363	11.815	60.822	15.674	12.403	71.924
1121	2	17.728	13.816	43.914	39.92	16.167	22.539	55.001	22.459
1122	2	6.237	5.623	70.402	26.391	3.207	76.952	17.037	6.011
1123	2	13.34	12.52	21.694	17.271	61.034	51.062	14.465	34.473
1124	2	3.106	2.471	51.417	31.777	16.806	66.977	6.758	26.265
1125	2	10.139	10.178	68.902	27.596	3.501	42.346	50.727	6.927
1126	2	4.282	4.242	61.77	34.587	3.643	86.162	7.85	5.988
1127	2	12.164	11.655	59.076	23.002	17.922	40.635	36.619	22.746
1128	2	12.865	11.442	60.902	15.989	23.109	41.968	28.203	29.829
1129	2	14.815	13.557	56.929	31.104	11.968	40.857	44.995	14.148
1130	2	16.853	15.937	41.453	31.247	27.301	20.776	53.561	25.664
1131	2	9.119	8.86	49.797	47.823	2.38	43.657	54.752	1.591
1132	2	3.83	3.8	75.561	21.488	2.95	95.789	2.737	1.474
1133	2	30.002	28.859	57.716	36.204	6.08	16.071	79.14	4.789
1134	2	7.026	6.281	88.073	3.516	8.412	58.032	28.499	13.469
1135	2	4.554	4.421	65.744	28.92	5.336	84.89	13.187	1.923
1136	2	8.471	7.268	47.716	17.483	34.801	36.53	35.526	27.944
1137	2	17.995	18.398	66.557	28.808	4.635	13.007	81.933	5.06
1138	2	3.685	3.589	54.166	44.668	1.167	90.861	5.21	3.929
1139	2	4.662	4.363	26.77	60.017	13.213	67.614	16.227	16.159
1140	2	5.914	6.039	55.698	43.135	1.167	94.8	3.792	1.408
1141	2	20.711	18.45	31.322	20.265	48.414	23.187	38.591	38.222
1142	2	2.06	1.899	53.301	31.942	14.757	59.558	24.118	16.324
1143	2	8.238	7.776	66.63	21.971	11.398	63.863	19.817	16.319
1144	2	10.627	10.064	48.838	47.238	3.924	41.852	57.303	0.845
1145	2	4.745	4.541	58.904	34.689	6.407	87.668	5.505	6.827
1146	2	19.635	18.599	52.355	29.753	17.892	17.533	68.057	14.409
1147	2	5.41	4.772	73.789	19.778	6.433	86.547	0.44	13.013
1148	2	20.896	21.659	17.195	42.922	39.883	20.892	49.024	30.084
1149	2	25.559	24.079	24.211	15.454	60.335	16.13	11.242	72.628
1150	2	9.572	8.392	75.595	12.892	11.513	50.584	35.975	13.441
1151	2	8.041	7.797	36.612	51.163	12.225	45.402	35.783	18.815
1152	2	10.095	9.106	10.877	62.764	26.36	61.553	12.113	26.334
1153	2	7.625	6.982	70.033	20.498	9.469	87.325	2.979	9.696
1154	2	6.189	5.45	30.635	25.254	44.111	62.55	12.606	24.844
1155	2	19.022	18.02	47.219	23.794	28.987	27.464	39.978	32.558
1156	2	12.769	12.16	43.378	35.445	21.176	62.533	10.789	26.678
1157	2	19.497	18.805	46.582	30.81	22.609	22.138	5.865	71.997
1158	2	8.935	8.077	40.772	46.973	12.255	51.331	35.05	13.619
1159	2	6.927	6.265	54.035	10.697	35.268	50.231	5.65	44.118
1160	2	8.023	6.839	67.169	28.717	4.113	65.419	23.439	11.142
1161	2	14.933	14.5	51.463	15.978	32.559	25.207	33.166	41.628
1162	2	5.459	5.041	43.873	43.708	12.42	83.317	6.606	10.077
1163	2	5.844	6.043	28.183	47.878	23.939	34.718	41.006	24.276
1164	2	8.505	7.993	56.332	33.862	9.806	49.005	38.296	12.699
1165	2	12.055	11.443	38.084	21.161	40.755	36.948	22.38	40.671
1166	2	12.116	11.235	63.841	30.563	5.596	24.798	69.675	5.527
1167	2	5.439	4.815	87.167	7.557	5.277	59.709	35.016	5.275
1168	2	7.458	7.039	47.506	26.482	26.012	44.708	12.417	42.875
1169	2	3.39	3.191	69.174	21.858	8.968	87.308	6.518	6.174
