1	1	47	55	52	2	152	0	150	71
2	1	74	78	101	2	348	0	274	151
3	1	87	44	41	2	206	0	171	106
4	1	90	61	60	2	282	0	150	151
5	1	97	49	36	3	221	0	162	115
6	1	105	25	16	1	149	0	223	40
7	1	106	28	12	0	163	0	205	20
8	1	110	29	11	0	173	0	227	13
9	1	112	73	64	3	282	0	288	124
10	1	118	81	51	2	259	0	220	186
11	1	125	88	69	6	290	0	315	168
12	1	135	53	80	5	244	0	296	151
13	1	136	78	87	1	183	0	451	71
14	1	139	58	74	3	267	0	287	124
15	1	139	194	145	9	168	0	397	576
16	1	142	75	42	2	204	24	325	72
17	1	143	74	80	4	244	0	358	168
18	1	148	80	63	2	121	0	432	85
19	1	154	52	32	0	213	0	335	53
20	1	157	82	50	2	185	0	414	118
21	1	162	60	41	2	384	0	375	60
22	1	162	79	63	2	290	0	380	82
23	1	168	63	48	4	305	0	368	60
24	1	168	84	49	2	151	0	424	97
25	1	168	90	124	8	206	0	380	346
26	1	172	66	42	2	226	0	397	67
27	1	172	74	32	2	288	0	384	64
28	1	172	78	45	2	281	0	451	71
29	1	174	59	41	5	238	0	394	64
30	1	176	93	76	4	252	0	312	302
31	1	176	74	40	2	228	0	356	87
32	1	177	97	90	4	313	0	480	198
33	1	179	91	52	2	216	0	425	113
34	1	180	64	56	2	234	0	340	90
35	1	184	63	42	6	284	0	384	70
36	1	188	87	52	2	274	0	404	90
37	1	190	66	39	5	281	0	432	56
38	1	191	80	49	2	182	0	488	89
39	1	192	63	41	5	268	0	490	78
40	1	205	83	51	2	360	0	432	71
41	1	205	84	51	2	289	0	384	113
42	1	210	95	49	2	246	0	459	107
43	1	212	76	52	2	264	0	410	107
44	1	212	77	46	2	296	0	474	94
45	1	213	81	48	2	257	0	440	104
46	1	214	76	57	2	254	0	411	111
47	1	215	105	89	4	257	0	372	187
48	1	216	87	53	2	115	0	520	126
49	1	222	85	53	2	312	0	480	97
50	1	224	108	102	5	272	0	496	196
51	1	241	88	50	2	255	0	556	104
52	1	268	92	244	11	177	0	464	643
53	1	272	92	228	9	159	0	453	632
54	1	272	92	228	9	159	0	453	632
55	1	294	111	67	4	268	0	333	393
56	1	301	93	61	6	298	0	595	284
57	1	316	89	93	4	303	0	488	286
58	1	318	112	142	4	283	0	358	505
59	1	322	126	107	3	296	0	600	320
60	1	330	127	87	3	283	0	652	290
61	1	372	156	73	3	259	0	572	428
62	1	392	182	127	6	257	0	792	448
63	1	392	194	113	4	255	0	804	484
64	1	440	136	83	3	240	0	706	420
65	2	144	192	187	4	220	0	310	766
66	2	151	166	110	5	183	0	330	532
67	2	152	151	167	3	244	0	356	603
68	2	176	127	140	9	198	0	358	474
69	2	180	77	72	3	267	0	191	354
70	2	188	95	90	4	267	0	198	443
71	2	188	88	127	4	101	0	299	418
72	2	192	103	154	4	267	0	344	461
73	2	192	93	148	7	232	0	343	440
74	2	198	112	115	9	267	0	315	496
75	2	198	96	61	8	258	0	422	179
76	2	200	146	134	2	281	0	388	525
77	2	216	83	165	12	116	6	449	334
78	2	218	81	118	7	186	0	257	504
79	2	220	93	123	3	234	0	321	433
80	2	222	92	138	10	240	0	259	497
81	2	228	129	154	4	207	0	327	603
82	2	232	98	130	8	288	0	326	444
83	2	238	92	140	5	234	0	281	504
84	2	240	129	201	9	130	6	530	560
85	2	248	142	74	4	244	0	225	665
86	2	250	103	133	8	248	0	336	545
87	2	254	93	120	8	256	0	278	511
88	2	254	123	94	3	259	0	478	363
89	2	260	255	341	8	134	0	609	1042
90	2	260	109	736	15	250	0	528	1330
91	2	260	129	97	4	335	0	260	594
92	2	260	119	147	7	268	0	461	510
93	2	262	108	750	18	256	0	408	1440
94	2	266	124	114	64	167	0	522	503
95	2	273	121	120	7	267	0	346	629
96	2	273	124	161	11	253	0	557	538
97	2	279	132	143	52	366	0	251	744
98	2	285	125	240	30	118	0	540	685
99	2	285	98	229	3	213	12	485	589
100	2	296	104	251	10	152	0	487	745
101	2	299	144	106	4	213	0	315	762
102	2	318	135	460	12	122	0	481	1210
103	2	320	136	391	11	246	0	473	1018
104	2	327	139	243	10	296	0	565	774
105	2	348	171	286	14	153	0	615	899
106	2	350	153	20	10	210	0	149	820
107	2	357	137	260	21	72	0	795	720
108	2	360	152	270	16	311	0	591	824
109	2	372	140	216	10	198	0	629	792
110	2	386	181	184	26	281	0	677	790
111	2	390	182	237	27	282	0	653	900
112	2	394	172	166	11	244	0	638	744
113	2	400	185	322	35	286	0	583	1128
114	2	420	192	324	82	156	0	528	1303
115	2	430	176	385	12	94	0	682	1249
116	2	441	255	501	8	256	0	971	1298
117	2	462	249	113	10	252	0	325	1347
118	2	471	236	152	9	237	0	220	1453
119	2	523	197	322	12	220	0	463	1495
120	2	545	261	186	4	247	0	216	1604
121	2	561	294	276	33	287	0	912	1385
122	2	566	212	247	7	216	0	447	1531
123	2	581	255	735	5	220	0	896	1893
124	2	587	270	360	9	164	0	434	1938
125	2	624	294	414	25	260	0	725	1860
126	2	701	328	935	7	122	0	746	2836
127	2	706	258	338	17	294	0	467	1984
128	2	746	266	623	14	238	0	764	2100
129	2	756	355	391	28	262	0	768	2200
130	2	760	365	529	30	268	0	672	2550
131	2	768	360	494	27	268	0	792	2420
132	3	23	28	11	2	91	15	34	44
133	3	24	9	32	0	75	0	8	64
134	3	42	42	14	6	230	0	76	27
135	3	50	20	16	2	188	11	34	15
136	3	52	66	36	6	378	12	82	71
137	3	54	18	11	4	196	0	29	25
138	3	55	8	5	1	148	0	34	12
139	3	56	19	16	4	195	0	29	35
140	3	61	33	14	3	256	0	68	21
141	3	61	43	34	14	183	0	154	71
142	3	62	33	9	2	168	19	98	17
143	3	64	35	10	1	246	23	51	16
144	3	64	31	12	2	238	24	45	21
145	3	64	80	32	3	310	0	171	70
146	3	66	30	10	2	249	0	28	21
147	3	66	34	10	2	0	29	41	17
148	3	66	49	13	2	325	0	76	20
149	3	67	38	13	2	289	0	74	25
150	3	69	34	13	3	301	4	68	22
151	3	71	32	11	3	272	0	67	29
152	3	71	36	14	3	245	32	74	21
153	3	72	51	11	4	282	0	158	18
154	3	72	49	17	2	305	0	153	21
155	3	73	30	13	2	245	38	34	19
156	3	73	28	13	2	244	0	72	17
157	3	76	36	12	4	274	0	101	20
158	3	77	60	35	4	382	0	103	67
159	3	78	30	11	2	294	0	63	19
160	3	79	36	19	3	279	0	88	25
161	3	80	26	8	2	253	0	82	16
162	3	80	31	13	2	294	0	75	13
163	3	86	13	7	3	259	0	48	15
164	3	89	42	37	2	237	0	79	133
165	3	96	43	45	3	213	0	203	97
166	3	100	17	16	4	280	0	77	21
167	3	102	18	14	4	275	0	91	22
168	3	106	36	14	3	288	0	160	21
169	3	118	86	52	4	312	0	155	221
170	3	120	105	46	2	291	0	186	209
171	3	124	49	128	2	260	0	146	205
172	3	124	96	45	2	296	0	178	207
173	3	126	48	32	2	237	0	164	119
174	3	128	47	45	2	213	0	181	149
175	3	128	91	46	2	328	0	202	193
176	3	130	65	61	3	351	0	148	149
177	3	130	69	44	4	305	0	151	204
178	3	136	71	74	3	290	0	225	222
179	3	148	109	214	6	207	0	451	468
180	3	150	57	44	2	267	0	139	192
181	3	150	57	112	4	246	0	269	305
182	3	157	69	85	4	282	0	191	301
183	3	161	52	108	7	256	0	279	174
184	3	164	52	99	4	216	0	226	277
185	3	165	244	157	6	226	0	412	680
186	3	188	72	195	12	232	0	370	415
187	3	194	125	95	3	248	0	280	404
188	3	198	62	97	1	246	0	268	291
189	3	202	43	92	10	232	0	317	184
190	3	208	69	175	10	272	0	336	402
191	3	212	87	57	4	175	0	236	332
192	3	230	50	156	10	245	0	382	309
193	3	240	152	131	3	212	0	230	620
194	3	240	85	175	10	289	0	432	396
195	3	254	78	213	10	132	0	532	440
196	3	260	92	117	4	66	0	286	496
197	3	265	94	141	4	175	0	205	569
198	3	267	98	79	5	276	0	296	366
199	3	268	126	320	7	322	0	520	688
200	3	270	101	129	6	290	0	300	463
201	3	310	120	77	3	175	0	190	600
202	3	311	168	118	7	188	0	380	640
203	3	320	174	139	6	195	0	430	670
204	3	320	146	301	6	313	0	608	774
205	3	330	163	251	9	237	0	330	890
